INCIDENT_CAUSE,CLAIM_STATUS,ODOMETER_AT_LOSS,LOSS_EVENT_TIME,CLAIM_INIT_TIME,POLICE_REPORT,CLAIMS_AT_LOSS_DATE,LOSS_LOCATION_LAT,LOSS_LOCATION_LONG,CLAIM_AMOUNT,FLAG_FOR_FRAUD_INV,START_DATE,EXPIRY_DATE,MODEL_YEAR,MAKE,MODEL,PLATE,COLOR,INITIAL_ODOMETER,LOW_MILEAGE_USE,FIRST_NAME,LAST_NAME,GENDER,BIRTHDATE,SSN,DRIVERS_LICENSE_EXPIRY,DRIVERS_LICENSE_STATE,DATE_AT_CURRENT_ADDRESS,CONTACT_NUMBER,EMAIL,COMMUTE_DISCOUNT
5,1,66079.7,2018-03-10,2018-03-19,1,3,41.83418617,-87.67211975,21700.0,1,1/3/17,1/3/18,2015,Chevrolet,Malibu,NIBT639,White,62784,0,Chris,Fingers,M,1/22/61,886-34-8686,10/22/20,IL,3/22/10,241-743-0362 ,cfingers@lightemail.com,0
2,3,72761.8,2016-02-14,2016-02-22,1,1,41.99468602,-87.71459314,1140.0,0,6/11/15,6/10/16,2013,Nissan,Frontier,RNOZ846,Med Dk Blue,60300,0,Ricardo,Tsuji,M,12/27/42,298-50-3678,1/16/19,IL,5/9/11,729-427-0092 ,rtsuji@yahoot.com,0
1,3,63252.7,2018-06-02,2018-06-09,0,1,41.91811678,-87.78533528,2860.0,0,4/11/17,4/11/18,2015,Mazda,CX-5,UMGW552,Silver,57420,0,Bettye,Kososki,F,10/6/82,658-55-2866,9/4/18,IL,8/9/99,259-468-0939 ,bkososki@inboux.com,0
5,1,72466.3,2018-01-14,2018-01-20,1,1,41.77704855,-87.66888563,30080.0,1,1/3/17,1/3/18,2015,Chevrolet,Silverado,JKQJ730,Med. Dark Gray,64020,0,Lorena,Scorza,F,3/22/00,044-76-6245,9/3/21,IL,2/14/16,735-465-0676 ,lscorza@fasstmail.com,0
1,1,474874.0,2017-03-09,2017-03-11,1,2,41.95711815,-87.73400291,26520.0,1,8/26/16,8/26/17,1996,Nissan,Maxima,RVOA564,Dark Red,473256,0,Jeramy,Klunder,M,9/25/48,440-81-5306,9/22/18,IL,5/5/02,735-944-0259 ,jklunder@fasstmail.com,0
4,3,593427.4,2018-09-05,2018-09-14,0,1,41.87741284,-87.6766909,2990.0,0,2/15/17,2/15/18,1993,Chevrolet,Cruze,XMHG030,Black,585828,0,Maude,Allerton,F,3/13/85,058-53-6075,7/3/19,IL,1/16/11,359-250-0820 ,mallerton@husshmail.com,0
5,1,47319.2,2018-04-16,2018-04-25,0,3,41.88538966,-87.66682582,29060.0,1,9/24/17,9/24/18,2016,Volkswagen,Jetta,XENC921,Gold,46704,0,Cornelia,Helper,F,7/18/89,753-76-4813,8/16/18,IL,11/6/02,748-816-0645 ,chelper@outloop.com,0
2,3,191901.8,2017-07-31,2017-07-31,0,1,41.84760841,-87.62046048,2890.0,0,11/24/16,11/24/17,2009,Hyundai,Santa Fe,WFND854,Light Brown,180360,0,Nelson,Selga,M,11/4/89,079-07-7071,5/22/19,IL,4/18/12,741-711-0095 ,nselga@freshmaail.com,0
1,2,167827.0,2018-12-30,2019-01-06,0,1,41.95042134,-87.68850982,2540.0,0,6/17/17,6/17/18,2010,Chevrolet,Malibu,CMMI797,Light Brown,155664,0,Dominick,Crumbaker,M,5/6/35,170-82-3049,3/18/21,IL,9/27/13,241-304-0813 ,dcrumbaker@gmxx.com,0
4,1,192928.4,2018-03-04,2018-03-09,1,1,42.01118202,-87.66289497,35178.5,1,9/7/17,9/7/18,2010,Dodge,Ram,OLEX424,Silver,183180,0,Iris,Matlak,F,2/8/61,310-40-0054,10/20/21,IL,11/16/17,238-674-0248 ,imatlak@beemail.com,0
1,3,89994.9,2018-06-29,2018-07-13,0,1,41.93350826,-87.772253,2440.0,0,10/18/17,10/18/18,2014,Nissan,Pathfinder,QAUF557,Dark Red,85620,0,Micah,Zarzuela,M,8/28/89,077-06-4963,12/9/20,IL,3/16/01,729-349-0088 ,mzarzuela@mmail.com,0
1,3,437657.7,2017-06-16,2017-06-30,0,1,41.86703514,-87.64752208,3128.0,0,9/21/16,9/21/17,1998,Subaru,XV Crosstrek,WRPO596,Silver,423480,0,Ignacio,Schoenmann,M,10/17/64,835-56-5632,8/7/20,IL,2/18/14,624-401-0562 ,ischoenmann@mailjeep.com,0
3,3,69409.6,2016-04-05,2016-04-10,1,1,41.93791493,-87.76662131,1050.0,0,9/24/15,9/23/16,2010,Honda,CR-V,KISQ674,Med Red,66276,1,Maynard,Hedayat,M,5/14/96,100-53-3700,2/21/19,IL,6/16/05,237-525-0082 ,mhedayat@ggmail.com,0
3,1,226236.8,2018-01-11,2018-01-13,1,3,41.88211763,-87.62767361,32867.0,1,6/15/17,6/15/18,2007,Ford,Escape,LVNK864,Black,217932,0,John,Westrich,F,1/12/51,142-30-6898,9/11/21,IL,5/25/17,638-846-0633 ,jwestrich@freshmaail.com,0
3,1,112907.3,2017-08-19,2017-08-31,1,1,41.78674894,-87.78174785,36170.0,1,7/25/16,7/25/17,2012,Chevrolet,Silverado,GLYC174,Black,105600,0,Olga,Haske,F,2/11/55,513-29-4929,7/25/19,IL,10/11/15,258-848-0827 ,ohaske@life.com,0
2,3,187061.4,2018-05-29,2018-06-08,0,1,41.78197998,-87.61581637,2875.0,0,1/12/17,1/12/18,2010,Toyota,Rav-4,AMYP261,Dark Red,179040,0,Roscoe,Fliss,M,9/18/77,086-92-9158,7/31/19,IL,10/20/14,265-214-0603 ,rfliss@fasstmail.com,0
5,1,65337.8,2018-01-30,2018-02-04,1,1,41.97908367,-87.66009105,31240.0,1,10/19/17,10/19/18,2015,Nissan,Altima,GMQU351,White,61212,0,Tom,Cawyer,M,6/30/81,451-98-7041,6/14/21,IL,9/24/05,247-854-0112 ,tcawyer@mailjeep.com,0
3,1,64730.9,2017-11-19,2017-11-25,1,1,41.87324546,-87.74511718,34200.0,1,4/24/16,4/24/17,2011,Toyota,Corolla,OZYL108,Med Red,61908,1,Carol,Boca,M,1/22/75,556-92-2818,8/28/21,IL,10/20/08,745-206-0581 ,cboca@husshmail.com,0
4,3,60668.3,2017-07-22,2017-07-24,1,1,41.856717,-87.68317452,2110.0,0,6/17/16,6/17/17,2015,Ford,F-150,PTKS563,Med Dk Blue,47544,0,Kay,Leversee,F,10/16/63,496-16-1654,3/14/19,IL,7/22/07,232-705-0770 ,kleversee@mailjeep.com,0
1,1,214026.3,2017-01-04,2017-01-13,1,1,41.97620114,-87.90530913,39928.0,1,10/26/16,10/26/17,2008,Honda,Accord,LFOU679,Med Dk Blue,202608,0,Bruce,Buldo,M,5/15/51,052-04-9063,10/17/20,IL,9/24/14,748-392-0766 ,bbuldo@mailjeep.com,0
2,3,183947.6,2018-09-21,2018-09-22,0,4,42.01218799,-87.69937653,1110.0,0,2/19/17,2/19/18,2010,Honda,Pilot,USIW719,Silver,179460,0,Lashonda,Stenquist,F,7/24/78,124-18-4678,10/27/20,IL,11/4/09,349-644-0824 ,lstenquist@beemail.com,0
4,3,46207.7,2017-12-20,2017-12-23,0,2,41.91721463,-87.73138856,3381.0,0,10/4/16,10/4/17,2013,Mercedes,GLE,MVFV216,Gold,42522,1,Alba,Parmentier,F,2/13/74,098-11-1732,3/18/20,IL,7/5/15,846-532-0939 ,aparmentier@zohoo.com,0
4,3,336005.4,2018-09-21,2018-10-01,0,2,41.78309273,-87.72303138,1740.0,0,5/3/17,5/3/18,2001,Mazda,CX-5,RNXF542,Black,327516,0,Jesse,Folsom,F,7/20/47,594-94-3020,4/13/20,IL,7/9/07,261-216-0378 ,jfolsom@husshmail.com,0
5,1,141209.2,2016-01-18,2016-02-01,1,1,41.91573795,-87.70026226,26300.0,1,4/21/15,4/20/16,2010,Volkswagen,Jetta,VHWC459,Black,130824,0,Nilda,Miraflor,F,7/13/43,749-09-9576,3/4/21,IL,9/19/17,738-972-0522 ,nmiraflor@beemail.com,0
1,3,91105.5,2018-02-28,2018-03-14,1,1,41.95376417,-87.72716599,1040.0,0,2/7/17,2/7/18,2014,Honda,CR-V,SAPX906,Gold,81072,0,Branden,Welfley,M,12/19/54,578-20-1504,7/19/19,IL,11/15/99,230-825-0344 ,bwelfley@husshmail.com,1
2,3,46620.6,2016-11-25,2016-12-01,0,1,41.77469454,-87.7420133,1800.0,0,9/27/15,9/26/16,2014,Subaru,Outback,XKQG044,Silver,43200,0,Cleo,Elom,F,6/17/59,588-64-9974,12/19/20,IL,3/19/13,342-616-0694 ,celom@life.com,0
3,3,107685.7,2018-07-12,2018-07-23,0,1,41.89941925,-87.64290547,1550.0,0,10/8/17,10/8/18,2013,Toyota,Highlander,TWWR538,White,97200,0,Carmelo,Garabito,M,2/3/65,654-44-4671,6/14/20,IL,11/22/14,748-838-0463 ,cgarabito@ggmail.com,0
3,1,110135.5,2017-03-06,2017-03-09,1,1,41.89585492,-87.6867234,14170.0,1,5/19/16,5/19/17,2012,Hyundai,Tucson,UWVS890,Silver,103500,0,Lowell,Tibbitt,M,10/8/44,094-25-6725,1/22/20,IL,3/23/11,741-843-0747 ,ltibbitt@ggmail.com,0
5,3,228054.5,2016-02-19,2016-02-28,1,1,41.66335924,-87.64109301,2714.0,0,11/21/15,11/20/16,2004,Chevrolet,Colorado,WTWU550,Light Brown,217728,0,Liliana,Peshlakai,F,1/5/98,689-22-0492,12/8/18,IL,8/17/02,241-323-0856 ,lpeshlakai@beemail.com,0
4,3,254798.3,2018-03-06,2018-03-09,0,1,41.70601709,-87.70630299,1260.0,0,9/2/17,9/2/18,2005,Honda,HR-V,WUGD697,Light Brown,246480,0,Yolanda,Kringen,F,4/24/94,074-23-3071,8/11/20,IL,8/27/00,235-854-0447 ,ykringen@zohoo.com,0
2,3,130393.3,2017-06-21,2017-06-21,0,3,41.994414,-87.76501259,1322.5,0,11/9/16,11/9/17,2011,Ford,E-Series,ZHBF685,White,120444,0,Mary,Zappia,F,7/6/84,731-46-2005,3/4/19,IL,5/13/00,826-202-0538 ,mzappia@mooosend.com,0
5,3,297760.3,2018-06-23,2018-06-28,0,1,41.89832188,-87.69071927,2310.0,0,10/13/17,10/13/18,2005,Jeep,Grand Cherokee,JHAB083,Black,296880,0,Dolly,Wierenga,F,5/24/64,588-14-7337,4/30/19,IL,1/20/03,723-237-0263 ,dwierenga@fasstmail.com,0
3,1,131673.5,2017-11-15,2017-11-24,0,1,41.79291088,-87.74207734,19150.0,1,1/17/16,1/16/17,2011,Ford,Explorer,DPBV335,Med Dk Blue,123960,0,Ross,Lanham,M,6/24/46,453-59-6009,5/23/20,IL,9/4/11,261-937-0164 ,rlanham@mailjeep.com,0
1,3,98440.5,2018-10-08,2018-10-15,0,1,41.89674551,-87.63702944,3346.5,0,10/15/17,10/15/18,2009,Chevrolet,Malibu,KOSN169,Silver,93090,1,Pasquale,Kyser,M,1/25/58,380-14-2452,5/10/19,IL,9/2/14,245-445-0782 ,pkyser@mooosend.com,0
3,3,215608.0,2018-08-20,2018-08-30,1,1,41.68539921,-87.61124747,18457.5,0,7/22/17,7/22/18,2008,Ford,Escape,DPEW173,Silver,214908,0,Carly,Connie,F,5/21/90,143-69-2285,4/6/21,IL,3/17/08,729-658-0192 ,cconnie@beemail.com,0
3,3,147014.6,2016-06-08,2016-06-08,1,1,41.99701459,-87.81041348,2440.0,0,11/4/15,11/3/16,2010,Ford,F-150,IMTR801,White,140040,0,Birdie,Conception,F,5/3/61,068-80-8150,12/13/21,IL,4/16/09,748-957-0876 ,bconception@outloop.com,0
1,1,70340.3,2016-05-27,2016-06-03,1,2,41.93127854,-87.75737779,33330.0,1,11/19/15,11/18/16,2009,GMC,Terrain,CIVS502,Light Brown,65604,1,Jefferson,Weasenforth,M,6/8/51,009-93-0608,12/28/18,IL,1/23/13,232-776-0030 ,jweasenforth@mmail.com,0
1,1,329274.9,2017-06-29,2017-07-13,1,1,41.84804957,-87.70529466,22440.0,1,8/3/16,8/3/17,2001,Dodge,Durango,PNAQ748,Med Dk Blue,319980,0,Vincenzo,Heetland,M,6/21/01,658-35-2831,2/19/19,IL,3/14/13,750-206-0029 ,vheetland@husshmail.com,0
3,1,386204.8,2017-10-28,2017-11-07,1,1,41.86736269,-87.6392932,30670.0,1,6/23/16,6/23/17,1998,Dodge,Charger,KPAX159,Light Brown,384396,0,Marcella,Acfalle,F,6/12/74,791-69-1614,12/9/20,IL,9/26/15,746-259-0292 ,macfalle@beemail.com,0
1,1,131464.5,2017-11-27,2017-11-29,1,2,41.87534439,-87.6633849,22011.0,1,6/12/16,6/12/17,2011,Nissan,Rogue,JYKX114,Silver,120192,0,Homer,Vorhauer,M,6/14/65,762-59-8731,2/14/21,IL,4/21/14,729-226-0527 ,hvorhauer@mmail.com,0
1,3,258212.0,2017-10-17,2017-10-28,0,1,41.69655382,-87.6090418,3231.5,0,2/22/16,2/21/17,2006,Dodge,Charger,OBPK346,Med. Dark Gray,245604,0,Valentine,Boock,M,11/20/56,389-30-7381,11/22/19,IL,11/10/08,746-820-0571 ,vboock@beemail.com,0
3,1,198984.0,2017-04-01,2017-04-12,0,5,41.94103256,-87.72655279,2010.0,1,11/27/16,11/27/17,2007,Honda,CR-V,UKKW557,Black,196908,0,Margery,Zapatero,F,11/5/00,604-34-2217,4/21/20,IL,3/9/00,728-869-0921 ,mzapatero@gmxx.com,0
4,3,146934.5,2018-11-06,2018-11-06,1,1,41.96803936,-87.74028389,1020.0,0,1/7/17,1/7/18,2011,Toyota,Highlander,UDWV868,Silver,142200,0,Esther,Maryott,F,7/15/74,315-70-9385,9/13/20,IL,9/3/17,729-772-0351 ,emaryott@inboux.com,0
5,3,210110.4,2018-02-08,2018-02-14,0,1,41.74351584,-87.65855367,2060.0,0,5/10/17,5/10/18,2008,Dodge,Ram,UUGY799,Silver,205320,0,Cristina,Wormely,F,6/8/99,025-40-7679,10/9/20,IL,9/9/99,826-388-0662 ,cwormely@inboux.com,0
1,3,130550.1,2018-03-31,2018-04-06,0,1,41.82336424,-87.67418596,2700.0,0,11/5/17,11/5/18,2013,Toyota,Tundra,VFDV086,Med Dk Blue,117048,0,Clark,Nunally,M,11/19/59,161-45-3567,4/3/21,IL,4/5/00,245-841-0534 ,cnunally@life.com,0
5,3,178289.7,2017-06-06,2017-06-17,0,1,41.83804345,-87.72574496,2967.0,0,5/13/16,5/13/17,2009,Toyota,Highlander,ZZNM057,Med Red,165540,0,Lona,Inthisone,F,10/8/68,615-02-6017,3/11/20,IL,8/19/13,241-856-0642 ,linthisone@ggmail.com,1
2,3,52294.1,2016-03-22,2016-03-24,0,1,41.87073773,-87.72041743,2590.0,0,9/20/15,9/19/16,2014,Ford,F-150,UKLC761,Silver,47592,0,Rebecca,Deiser,F,10/11/94,515-65-5023,7/11/21,IL,6/16/11,241-654-0508 ,rdeiser@outloop.com,0
3,3,335121.0,2018-01-01,2018-01-02,0,2,41.79330455,-87.72432934,2550.0,0,5/25/17,5/25/18,2004,Chevrolet,Equinox,MECX864,Light Brown,323124,0,Sasha,Raiola,F,11/14/88,678-56-3687,9/6/21,IL,11/17/01,728-456-0631 ,sraiola@yahoot.com,1
5,1,199785.6,2018-05-21,2018-06-01,1,2,41.95029931,-87.72625431,21530.0,1,4/17/17,4/17/18,2000,Ford,Mustang,HITM816,Med. Dark Gray,191700,1,Gail,Oladapo,M,3/13/85,210-41-3441,6/6/18,IL,7/24/11,735-876-0388 ,goladapo@zohoo.com,0
1,1,119953.7,2016-04-14,2016-04-24,1,1,41.8366502,-87.6558393,29960.0,1,11/22/15,11/21/16,2011,Toyota,Corolla,HSTE282,Med. Dark Gray,107940,0,Sherman,Syrek,M,2/3/47,314-78-0483,6/25/19,IL,2/21/14,745-404-0857 ,ssyrek@freshmaail.com,0
2,3,119978.3,2016-11-12,2016-11-12,0,1,41.87641197,-87.65685532,2420.0,0,4/10/15,4/9/16,2011,Volkswagen,Jetta,MXMH342,Med Dk Blue,105120,0,Tamra,Wyka,F,11/23/43,313-72-0068,10/13/20,IL,9/16/09,741-631-0951 ,twyka@outloop.com,1
3,1,287762.9,2016-12-30,2017-01-13,1,1,41.75877663,-87.59553081,31980.0,1,11/18/15,11/17/16,2003,Jeep,Compass,ZYFE566,Med Dk Blue,274404,0,Leanne,Palazola,F,2/20/60,388-96-7324,8/11/18,IL,6/6/07,357-615-0884 ,lpalazola@freshmaail.com,0
2,3,302054.1,2017-03-24,2017-04-05,0,2,41.74250705,-87.56959648,1500.0,0,5/25/16,5/25/17,2004,Toyota,Rav-4,JZMW137,Silver,294372,0,Louis,Sigala,M,5/15/46,068-24-2475,5/9/20,IL,10/18/04,350-214-0777 ,lsigala@zohoo.com,0
2,3,153700.1,2017-09-16,2017-09-26,0,1,41.96860115,-87.70405343,1680.0,0,8/4/16,8/4/17,2009,Jeep,Grand Cherokee,RFIT318,Light Brown,148896,0,Tawana,Mccloe,F,1/20/98,038-50-4645,6/19/20,IL,1/25/14,247-321-0063 ,tmccloe@mmail.com,0
1,1,114307.8,2017-07-07,2017-07-09,1,1,41.77863843,-87.73380828,30015.0,1,4/10/16,4/10/17,2011,Honda,CR-V,JXCH025,Med. Dark Gray,111996,0,Jessie,Nesvig,M,2/3/87,281-35-1412,1/20/18,IL,1/15/17,748-735-0408 ,jnesvig@zohoo.com,0
3,3,186150.9,2016-05-02,2016-05-09,1,1,41.66334431,-87.62197855,1030.0,0,11/25/15,11/24/16,2008,Cadillac,XT5,RUCD920,Med. Dark Gray,175200,0,Roxanna,Sipowicz,F,1/15/91,540-15-0660,4/9/21,IL,9/7/06,723-387-0557 ,rsipowicz@mooosend.com,0
3,3,145273.3,2016-04-26,2016-05-08,0,1,41.74186459,-87.73966907,2725.5,0,6/22/15,6/21/16,2009,BMW,X5,JXDB419,Silver,132636,0,Ione,Rakich,F,11/19/51,129-40-6267,2/3/21,IL,10/7/15,243-940-0183 ,irakich@mooosend.com,0
1,3,157835.7,2017-07-25,2017-08-07,0,1,41.92933201,-87.71237288,16040.0,0,4/6/16,4/6/17,2010,Nissan,Rogue,MFBZ872,Silver,147276,0,Emma,Lich,F,3/7/72,435-90-2487,7/25/18,IL,10/13/16,723-394-0355 ,elich@freshmaail.com,0
5,4,122705.0,2018-12-03,2018-12-03,1,1,41.798054,-87.70353796,37380.0,1,5/19/17,5/19/18,2012,Kia,Soul,MFVC176,Light Brown,115848,0,Alyssa,Zamiska,F,1/27/57,079-42-4152,11/18/20,IL,5/24/00,842-537-0884 ,azamiska@inboux.com,0
2,3,124151.5,2018-06-20,2018-06-28,1,2,41.75306195,-87.59948303,2090.0,0,11/26/17,11/26/18,2012,Jeep,Compass,FGFF038,White,120012,0,Adelina,Vespo,F,8/3/68,774-69-0726,2/17/20,IL,3/23/12,823-300-0241 ,avespo@mailjeep.com,0
1,3,22756.4,2017-12-06,2017-12-11,0,1,41.93977619,-87.63865432,2970.0,0,9/2/16,9/2/17,2016,Ford,F-150,NVXD290,Black,18348,0,Johnnie,Pastena,M,12/24/96,251-59-5179,9/16/19,IL,7/20/02,748-427-0249 ,jpastena@lightemail.com,0
4,3,209957.6,2018-02-04,2018-02-12,0,2,41.82361373,-87.62571011,1670.0,0,6/26/17,6/26/18,2008,Acura,MDX,RABG364,Light Brown,206772,0,Tammi,Savic,F,1/29/64,513-31-6422,3/14/19,IL,10/3/01,739-376-0183 ,tsavic@mmail.com,0
5,3,382844.8,2016-09-15,2016-09-26,0,1,41.85287759,-87.61380888,1230.0,0,2/16/15,2/16/16,1998,Honda,Odyssey,FFUV807,Med Red,373680,0,Lindsay,Seen,F,10/4/77,513-07-9135,9/30/20,IL,1/8/09,238-470-0457 ,lseen@inboux.com,0
1,1,422792.1,2018-06-10,2018-06-11,0,1,41.78693165,-87.64511245,34160.0,1,3/2/17,3/2/18,1997,Ford,Expedition,EWSQ053,Silver,413028,0,Elise,Ismail,F,4/19/45,388-22-4036,10/5/20,IL,3/4/04,238-490-0975 ,eismail@freshmaail.com,0
3,3,259674.7,2017-02-25,2017-03-03,0,1,41.77113275,-87.57169163,2560.0,0,7/18/16,7/18/17,2003,Toyota,Rav-4,EEAM991,Light Brown,256392,0,Rachelle,Divver,F,4/13/78,153-53-8599,6/4/19,IL,10/25/01,741-748-0622 ,rdivver@mmail.com,0
3,3,147349.3,2017-08-23,2017-08-26,1,1,41.69846607,-87.71343165,1380.0,0,8/24/16,8/24/17,2010,Chevrolet,Colorado,UXTO447,White,143016,0,Vicki,Loberger,F,7/22/65,691-25-1881,7/3/19,IL,8/5/00,348-228-0268 ,vloberger@outloop.com,0
1,3,50931.7,2018-06-04,2018-06-15,0,1,41.87928785,-87.64967929,1288.0,0,3/8/17,3/8/18,2016,Ford,F-150,VNLH436,Silver,43584,0,Hans,Seepersaud,M,1/17/65,267-16-6326,1/4/19,IL,2/7/13,259-504-0450 ,hseepersaud@mooosend.com,0
5,3,190225.7,2017-12-17,2017-12-26,1,2,41.97908858,-87.68507235,1150.0,0,8/7/16,8/7/17,2008,Chevrolet,Impala,NHMI293,Med Dark Green,188808,0,Elsa,Gavan,F,9/26/63,511-26-0583,3/12/21,IL,6/24/10,840-589-0566 ,egavan@life.com,0
5,3,272119.8,2018-02-24,2018-03-09,1,1,41.87565854,-87.62440494,2560.0,0,2/9/17,2/9/18,2005,Cadillac,XT5,MENU056,Med Red,260124,0,Katy,Tinnon,F,3/13/70,269-69-6693,10/14/21,IL,10/17/16,238-931-0802 ,ktinnon@beemail.com,0
5,1,240753.5,2016-12-23,2017-01-03,1,4,41.77057869,-87.61553541,37869.5,1,9/15/15,9/14/16,2005,Ford,Escape,LVOD431,Med Dark Green,232188,0,Noemi,Greger,F,12/21/45,259-80-1411,1/7/21,IL,10/26/11,739-241-0267 ,ngreger@yahoot.com,0
5,1,127346.5,2017-11-18,2017-11-22,1,1,41.8648905,-87.67634267,25320.0,1,7/24/16,7/24/17,2011,Nissan,Rogue,LEJL050,Black,116580,0,Man,Kalt,M,4/20/88,873-26-0376,8/4/18,IL,9/26/01,748-711-0791 ,mkalt@inboux.com,1
2,3,189012.9,2017-12-11,2017-12-23,0,1,41.69201739,-87.67320262,2340.0,0,5/15/16,5/15/17,2007,Ford,Explorer,OJXE068,Med Dk Blue,187428,0,Terrance,Pasi,M,10/28/44,282-81-4334,11/30/19,IL,11/23/11,235-202-0550 ,tpasi@fasstmail.com,0
1,1,55748.4,2018-07-01,2018-07-13,1,1,41.79463883,-87.63226705,33360.0,1,4/14/17,4/14/18,2013,Chevrolet,Malibu,OGTJ087,Light Brown,47520,1,Tory,Gaab,M,3/6/60,685-94-0906,7/30/20,IL,3/16/01,728-525-0960 ,tgaab@beemail.com,0
1,3,263171.0,2017-12-03,2017-12-06,1,1,41.88914494,-87.62943658,2970.0,0,5/23/16,5/23/17,2003,Ford,Focus,QJUO895,Silver,260904,0,Aron,Groeneweg,M,7/10/50,639-84-3942,9/9/19,IL,2/5/14,748-290-0594 ,agroeneweg@lightemail.com,0
5,1,175335.0,2018-05-25,2018-06-05,1,1,41.89143226,-87.75200761,27520.0,1,6/6/17,6/6/18,2003,Audi,Q5,WRQO257,Gold,165240,1,Kris,Lloydjones,F,6/6/45,452-01-1531,4/16/21,IL,6/20/13,750-860-0412 ,klloydjones@husshmail.com,0
1,1,147273.5,2017-08-01,2017-08-09,0,5,41.73677557,-87.60354803,2040.0,1,11/10/16,11/10/17,2002,Ford,Edge,SCKC313,Med. Dark Gray,142020,1,Kasey,Santagata,M,5/9/79,893-37-9108,8/8/18,IL,10/2/99,738-460-0214 ,ksantagata@lightemail.com,1
2,3,46993.2,2017-02-16,2017-02-17,1,1,41.75466012,-87.74138476,1090.0,0,10/7/16,10/7/17,2015,Nissan,Rogue,LWTR708,Black,43320,0,Janet,Cumings,F,4/2/54,507-71-4587,12/7/21,IL,9/20/03,348-910-0529 ,jcumings@ggmail.com,0
1,3,255679.4,2018-04-02,2018-04-09,0,3,41.72692495,-87.66023154,1120.0,0,5/10/17,5/10/18,2006,Acura,MDX,PKMW863,Med Dark Green,242148,0,Raymundo,Mizia,M,12/17/67,810-75-2634,11/30/19,IL,1/11/04,245-717-0407 ,rmizia@beemail.com,0
1,3,122033.3,2017-07-15,2017-07-20,0,1,41.88692445,-87.62571231,1180.0,0,4/20/16,4/20/17,2012,Kia,Sportage,QEKA746,Med. Dark Gray,111300,0,Maryellen,Lasak,F,11/12/75,431-47-9611,11/21/20,IL,1/1/07,221-567-0882 ,mlasak@fasstmail.com,1
3,3,289082.0,2018-07-12,2018-07-25,0,1,41.70719854,-87.61416259,1280.0,0,1/24/17,1/24/18,2005,Chevrolet,Camaro,CLLP865,Silver,276156,0,Pansy,Vanooyen,F,5/8/81,736-62-9680,6/26/19,IL,2/15/17,329-646-0461 ,pvanooyen@husshmail.com,0
2,3,223509.5,2017-09-27,2017-09-28,0,1,41.90243796,-87.62359866,2230.0,0,8/19/16,8/19/17,2006,Acura,MDX,ATEF694,Light Brown,219552,0,Elvira,Pisciotti,F,9/9/69,873-13-2358,8/22/20,IL,8/2/00,824-460-0367 ,episciotti@mailjeep.com,0
1,1,146132.5,2018-04-30,2018-05-03,1,3,42.01807519,-87.66583922,23370.0,1,7/18/17,7/18/18,2012,Honda,CR-V,IKPF548,Silver,132312,0,Jarred,Worlock,M,9/7/50,588-20-3104,10/18/20,IL,8/9/10,736-936-0323 ,jworlock@yahoot.com,0
5,3,131021.8,2017-08-31,2017-09-07,1,1,41.93273975,-87.64243739,3070.5,0,9/5/16,9/5/17,2011,Jeep,Cherokee,ZIRP455,Silver,123324,0,Damion,Tichnor,M,4/7/84,095-99-2573,10/30/21,IL,11/9/99,358-212-0768 ,dtichnor@yahoot.com,0
5,3,238591.1,2017-09-17,2017-09-30,1,1,41.75829349,-87.62468287,1860.0,0,3/23/16,3/23/17,2006,Dodge,Ram,OQLD259,Silver,223848,0,August,Morgenthal,M,6/14/55,646-55-3888,2/26/21,IL,9/10/04,840-953-0759 ,amorgenthal@yahoot.com,0
3,1,210488.1,2017-11-03,2017-11-05,1,1,41.92765122,-87.77083553,33640.0,1,10/1/16,10/1/17,2008,Nissan,Frontier,XEQF917,Silver,202608,0,Cruz,Dickneite,F,6/15/91,200-31-6667,5/14/19,IL,7/1/11,748-959-0329 ,cdickneite@gmxx.com,0
1,3,223844.5,2018-01-31,2018-02-04,0,1,41.98661416,-87.66471962,2450.0,0,1/9/17,1/9/18,2007,Nissan,Sentra,CZBI941,Gold,212652,0,Merle,Rubira,M,4/3/51,840-86-2894,9/17/19,IL,8/6/09,349-570-0498 ,mrubira@beemail.com,0
5,3,304660.4,2017-01-07,2017-01-12,0,1,41.94218017,-87.77981891,1210.0,0,8/16/16,8/16/17,2004,Kia,Forte,AVLR994,Med Dk Blue,302496,0,Donn,Letchworth,M,11/29/49,674-07-8085,10/22/19,IL,5/19/99,241-981-0552 ,dletchworth@life.com,0
3,1,231549.7,2016-04-17,2016-04-17,0,1,41.80787826,-87.7142872,19100.0,1,10/22/15,10/21/16,2005,Chevrolet,Tahoe,GEFI426,Black,229944,0,Sheree,Disman,F,11/10/47,795-04-5117,12/13/19,IL,3/5/13,324-584-0160 ,sdisman@gmxx.com,0
5,1,47995.5,2017-11-10,2017-11-22,0,1,41.97228597,-87.68917799,39192.0,1,7/3/16,7/3/17,2015,Jeep,Wrangler,RHVB594,Silver,36288,0,Johnathon,Snoeyink,M,9/29/72,276-82-6032,9/2/19,IL,9/7/13,839-859-0874 ,jsnoeyink@zohoo.com,0
